Datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-08-13 10:00:00,1.5,1016.0,151.64077669902912,7.9,896.0,91.0,766.0,93.0,1704.0,820.0,33.4,35.1,1.781
2004-08-13 11:00:00,1.2,953.0,151.7128987517337,5.8,801.0,83.0,868.0,109.0,1573.0,657.0,35.7,29.0,1.6716
2004-08-13 12:00:00,1.1,918.0,151.7850208044383,5.3,779.0,65.0,896.0,89.0,1537.0,551.0,35.8,27.7,1.6041
2004-08-13 13:00:00,0.8,892.0,151.85714285714286,4.2,724.0,55.0,971.0,71.0,1490.0,511.0,36.3,27.4,1.6264
2004-08-13 14:00:00,0.7,841.0,151.92926490984743,3.3,673.0,40.0,1061.0,56.0,1394.0,451.0,33.6,28.8,1.4695
2004-08-13 15:00:00,0.7,799.0,152.001386962552,4.0,709.0,48.0,1078.0,68.0,1332.0,462.0,35.2,20.5,1.1418
2004-08-13 16:00:00,0.7,838.0,152.07350901525658,4.3,726.0,46.0,1056.0,61.0,1382.0,440.0,35.0,22.4,1.2371
2004-08-13 17:00:00,1.0,870.0,152.14563106796118,4.6,745.0,54.0,998.0,70.0,1400.0,472.0,34.0,25.2,1.314
2004-08-13 18:00:00,1.0,892.0,152.21775312066575,5.1,771.0,55.0,965.0,76.0,1465.0,494.0,32.0,28.2,1.3204
2004-08-13 19:00:00,1.2,926.0,152.28987517337032,5.9,805.0,60.0,901.0,78.0,1511.0,524.0,29.4,34.4,1.3899
2004-08-13 20:00:00,1.1,919.0,152.3619972260749,5.7,796.0,62.0,870.0,80.0,1538.0,560.0,28.1,41.1,1.535
2004-08-13 21:00:00,1.0,932.0,152.43411927877946,4.7,746.0,51.0,912.0,71.0,1528.0,534.0,26.9,47.5,1.6595
2004-08-13 22:00:00,1.2,957.0,152.50624133148406,5.1,767.0,57.0,867.0,74.0,1534.0,577.0,26.6,50.4,1.724
2004-08-13 23:00:00,1.4,994.0,152.57836338418863,5.9,806.0,72.0,830.0,90.0,1580.0,674.0,25.9,52.9,1.7478
2004-08-14 00:00:00,1.3,984.0,152.6504854368932,5.6,795.0,63.0,838.0,78.0,1570.0,676.0,25.4,54.6,1.7483
2004-08-14 01:00:00,1.0,919.0,152.72260748959778,4.5,737.0,49.0,899.0,63.0,1534.0,611.0,25.1,55.7,1.7471
2004-08-14 02:00:00,0.6,847.0,152.79472954230235,2.5,618.0,30.0,1075.0,42.0,1442.0,529.0,25.1,55.3,1.733
2004-08-14 03:00:00,0.4,802.0,152.86685159500695,1.7,559.0,24.0,1232.0,34.5,1414.0,478.0,25.0,56.0,1.7428
2004-08-14 04:00:00,0.4,795.0,152.93897364771152,1.8,569.0,18.0,1178.0,27.0,1426.0,497.0,25.2,55.0,1.7405
2004-08-14 05:00:00,0.4,809.0,153.0110957004161,1.9,578.0,22.0,1170.0,29.0,1445.0,513.0,25.6,53.5,1.7291
2004-08-14 06:00:00,0.5,835.0,153.08321775312066,2.6,626.0,39.0,1088.0,41.0,1471.0,563.0,24.7,55.9,1.7114
2004-08-14 07:00:00,1.1,967.0,153.15533980582524,6.3,826.0,68.0,821.0,61.0,1639.0,822.0,24.0,57.2,1.6835
2004-08-14 08:00:00,1.2,969.0,153.2274618585298,6.8,849.0,84.0,800.0,68.0,1626.0,890.0,25.0,53.2,1.663
2004-08-14 09:00:00,0.9,913.0,153.2995839112344,4.7,749.0,54.0,911.0,58.0,1535.0,742.0,28.0,43.4,1.6162
2004-08-14 10:00:00,0.9,933.0,153.37170596393898,4.7,748.0,51.0,948.0,52.0,1551.0,629.0,31.6,35.5,1.6269
2004-08-14 11:00:00,1.0,922.0,153.44382801664355,4.0,712.0,52.0,924.0,57.0,1494.0,609.0,35.0,29.0,1.6017
2004-08-14 12:00:00,0.8,914.0,153.51595006934812,4.3,726.0,44.0,959.0,51.0,1496.0,534.0,35.3,27.6,1.5512
2004-08-14 13:00:00,0.8,873.0,153.5880721220527,3.8,699.0,47.0,999.0,53.0,1413.0,528.0,36.2,24.1,1.4235
2004-08-14 14:00:00,0.7,831.0,153.6601941747573,3.4,676.0,37.0,1041.0,49.0,1350.0,463.0,34.8,24.5,1.3373
2004-08-14 15:00:00,0.7,840.0,153.73231622746187,3.6,685.0,33.0,1051.0,44.0,1339.0,462.0,38.2,19.6,1.2915
2004-08-14 16:00:00,0.7,874.0,153.80443828016644,3.6,686.0,36.0,1032.0,48.0,1402.0,501.0,38.9,20.3,1.382
2004-08-14 17:00:00,0.7,896.0,153.876560332871,3.6,687.0,33.0,1006.0,46.0,1438.0,493.0,36.9,27.1,1.6683
2004-08-14 18:00:00,0.9,964.0,153.94868238557558,5.1,769.0,40.0,873.0,56.0,1546.0,572.0,35.2,32.1,1.7898
2004-08-14 19:00:00,1.2,1001.0,154.02080443828015,6.6,838.0,56.0,801.0,73.0,1614.0,668.0,32.0,38.2,1.788
2004-08-14 20:00:00,1.4,1005.0,154.09292649098475,7.3,868.0,71.0,779.0,85.0,1633.0,771.0,29.8,41.8,1.7269
2004-08-14 21:00:00,1.2,979.0,154.16504854368932,6.1,818.0,57.0,797.0,72.0,1590.0,732.0,28.2,45.9,1.7272
2004-08-14 22:00:00,1.0,935.0,154.2371705963939,5.2,774.0,43.0,825.0,53.0,1562.0,687.0,27.1,48.2,1.7075
2004-08-14 23:00:00,0.9,939.0,154.30929264909847,4.9,758.0,40.0,858.0,47.0,1544.0,664.0,26.7,49.5,1.7048
2004-08-15 00:00:00,0.7,878.0,154.38141470180307,3.5,684.0,26.0,947.0,37.0,1475.0,588.0,26.1,50.8,1.6917
2004-08-15 01:00:00,0.5,848.0,154.45353675450764,3.0,650.0,24.0,989.0,34.0,1479.0,610.0,25.7,52.5,1.7077
2004-08-15 02:00:00,0.5,826.0,154.5256588072122,2.7,631.0,24.0,1028.0,33.0,1473.0,593.0,24.8,55.4,1.7054
2004-08-15 03:00:00,0.4,804.0,154.59778085991678,2.2,597.0,21.0,1077.0,30.0,1454.0,566.0,23.8,57.5,1.6723
2004-08-15 04:00:00,0.4,789.0,154.66990291262135,2.0,584.0,18.0,1107.0,27.0,1457.0,571.0,22.4,62.2,1.6648
2004-08-15 05:00:00,0.4,785.0,154.74202496532592,2.4,612.0,18.0,1054.0,27.0,1443.0,614.0,22.5,61.8,1.6654
2004-08-15 06:00:00,0.4,772.0,154.81414701803052,2.0,584.0,19.0,1149.0,27.0,1414.0,566.0,22.7,59.2,1.6139
2004-08-15 07:00:00,0.5,796.0,154.8862690707351,2.5,623.0,22.0,1064.0,28.0,1425.0,594.0,23.0,58.4,1.6223
2004-08-15 08:00:00,0.7,875.0,154.95839112343967,3.5,682.0,34.0,983.0,36.0,1457.0,611.0,23.9,56.3,1.6489
2004-08-15 09:00:00,1.1,955.0,155.03051317614424,6.0,811.0,61.0,841.0,59.0,1562.0,759.0,26.3,50.1,1.6889
2004-08-15 10:00:00,1.0,938.0,155.1026352288488,5.3,778.0,46.0,896.0,56.0,1520.0,700.0,32.1,34.0,1.6039
2004-08-15 11:00:00,1.2,954.0,155.1747572815534,6.3,826.0,56.0,870.0,70.0,1531.0,691.0,35.8,25.7,1.4861
2004-08-15 12:00:00,1.1,875.0,155.24687933425798,4.8,753.0,31.0,978.0,36.0,1402.0,579.0,38.3,19.8,1.3067
2004-08-15 13:00:00,0.6,810.0,155.31900138696255,3.2,664.0,11.0,1123.0,17.0,1312.0,478.0,37.3,20.5,1.286
2004-08-15 14:00:00,0.4,746.0,155.39112343966713,2.6,624.0,8.0,1227.0,14.0,1209.0,410.0,36.3,18.4,1.0976
2004-08-15 15:00:00,0.4,738.0,155.4632454923717,2.4,610.0,14.0,1281.0,24.0,1204.0,404.0,36.8,16.9,1.0347
2004-08-15 16:00:00,0.5,771.0,155.53536754507627,3.0,652.0,21.0,1223.0,36.0,1239.0,440.0,37.9,15.9,1.0296
2004-08-15 17:00:00,0.6,799.0,155.60748959778087,3.1,658.0,26.0,1216.0,43.0,1254.0,461.0,36.7,17.1,1.0398
2004-08-15 18:00:00,0.8,831.0,155.67961165048544,3.4,679.0,37.0,1143.0,60.0,1291.0,526.0,33.8,21.9,1.1303
2004-08-15 19:00:00,1.0,885.0,155.75173370319,4.6,743.0,53.0,1016.0,81.0,1379.0,647.0,32.6,24.6,1.1885
2004-08-15 20:00:00,1.1,883.0,155.82385575589458,4.4,731.0,56.0,988.0,87.0,1384.0,693.0,30.6,28.4,1.2247
2004-08-15 21:00:00,1.1,906.0,155.89597780859916,5.5,790.0,51.0,936.0,85.0,1430.0,729.0,29.4,30.5,1.2288
2004-08-15 22:00:00,1.6,982.0,155.96809986130376,8.2,906.0,79.0,784.0,91.0,1561.0,1002.0,28.4,34.4,1.314
2004-08-15 23:00:00,0.9,892.0,156.04022191400833,5.0,766.0,38.0,880.0,55.0,1399.0,797.0,28.3,34.1,1.2951
2004-08-16 00:00:00,0.7,841.0,156.1123439667129,4.0,711.0,25.0,956.0,42.0,1367.0,685.0,27.8,35.2,1.2968
2004-08-16 01:00:00,0.7,859.0,156.18446601941747,3.7,693.0,24.0,988.0,43.0,1377.0,710.0,25.3,39.7,1.2656
2004-08-16 02:00:00,0.5,810.0,156.25658807212204,3.1,657.0,11.0,1016.0,20.0,1337.0,629.0,24.5,41.5,1.2589
2004-08-16 03:00:00,0.4,759.0,156.3287101248266,1.8,566.0,13.5,1175.0,21.5,1267.0,503.0,24.8,39.8,1.2231
2004-08-16 04:00:00,0.3,749.0,156.4008321775312,1.5,543.0,16.0,1238.0,23.0,1244.0,462.0,23.3,41.9,1.1856
2004-08-16 05:00:00,0.4,766.0,156.47295423023579,2.4,616.0,43.0,1163.0,43.0,1306.0,530.0,21.5,45.6,1.1558
2004-08-16 06:00:00,0.9,865.0,156.54507628294036,5.4,783.0,86.0,893.0,68.0,1446.0,838.0,21.3,47.0,1.1793
2004-08-16 07:00:00,1.3,924.0,156.61719833564493,8.5,920.0,92.0,767.0,62.0,1534.0,946.0,22.2,45.0,1.1867
2004-08-16 08:00:00,1.6,973.0,156.68932038834953,10.9,1010.0,102.0,722.0,65.0,1616.0,1014.0,23.6,40.8,1.1746
2004-08-16 09:00:00,2.1,1028.0,156.7614424410541,12.0,1048.0,171.0,719.0,93.0,1624.0,1135.0,27.1,32.4,1.1462
2004-08-16 10:00:00,2.0,979.0,156.83356449375867,10.6,999.0,148.0,796.0,110.0,1515.0,1027.0,33.4,20.1,1.0142
2004-08-16 11:00:00,1.4,892.0,156.90568654646324,7.4,874.0,119.0,923.0,106.0,1369.0,749.0,35.3,17.0,0.9546
2004-08-16 12:00:00,1.4,892.0,156.97780859916782,7.3,869.0,71.0,953.0,77.0,1363.0,632.0,37.4,14.7,0.9295
2004-08-16 13:00:00,0.9,836.0,157.0499306518724,4.6,741.0,53.0,1065.0,60.0,1277.0,479.0,38.6,14.6,0.9821
2004-08-16 14:00:00,0.8,824.0,157.122052704577,4.0,708.0,61.0,1091.0,67.0,1256.0,463.0,35.8,17.8,1.0274
2004-08-16 15:00:00,0.8,825.0,157.19417475728156,3.8,702.0,53.0,1077.0,57.0,1267.0,458.0,38.4,16.4,1.0957
2004-08-16 16:00:00,1.0,871.0,157.26629680998613,5.0,761.0,61.0,1015.0,60.0,1346.0,520.0,39.7,15.3,1.0963
2004-08-16 17:00:00,1.3,903.0,157.3384188626907,6.9,853.0,72.0,930.0,69.0,1420.0,606.0,38.8,15.8,1.0706
2004-08-16 18:00:00,1.3,944.0,157.41054091539527,7.0,857.0,67.0,880.0,77.0,1463.0,631.0,35.2,22.3,1.2467
2004-08-16 19:00:00,1.3,969.0,157.48266296809987,6.8,850.0,70.0,857.0,77.0,1503.0,695.0,31.7,28.2,1.2962
2004-08-16 20:00:00,1.6,1005.0,157.55478502080445,8.5,919.0,81.0,788.0,87.0,1543.0,871.0,30.4,30.9,1.3219
2004-08-16 21:00:00,1.4,972.0,157.62690707350902,8.0,898.0,79.0,807.0,88.0,1508.0,879.0,29.5,32.1,1.3005
2004-08-16 22:00:00,1.3,960.0,157.6990291262136,5.7,798.0,73.0,854.0,84.0,1459.0,780.0,28.0,34.9,1.2989
2004-08-16 23:00:00,1.0,946.0,157.77115117891816,5.1,767.0,57.0,870.0,65.0,1443.0,728.0,28.2,36.6,1.3722
2004-08-17 00:00:00,0.9,959.0,157.84327323162273,5.5,787.0,45.0,830.0,54.0,1460.0,821.0,26.5,40.7,1.3873
2004-08-17 01:00:00,0.6,877.0,157.91539528432733,3.1,658.0,25.0,964.0,37.0,1349.0,663.0,28.3,36.7,1.3878
2004-08-17 02:00:00,0.5,867.0,157.9875173370319,2.9,645.0,23.0,1001.0,36.0,1385.0,656.0,25.7,43.8,1.4233
2004-08-17 03:00:00,0.5,836.0,158.05963938973647,2.6,626.0,20.5,1024.0,32.5,1397.0,639.0,24.3,49.0,1.4666
2004-08-17 04:00:00,0.4,820.0,158.13176144244105,2.2,597.0,18.0,1069.0,29.0,1346.0,603.0,24.3,48.3,1.4449
2004-08-17 05:00:00,0.4,828.0,158.20388349514565,2.5,618.0,23.0,1039.0,25.0,1354.0,560.0,23.6,49.2,1.4153
2004-08-17 06:00:00,1.0,929.0,158.27600554785022,5.6,791.0,59.0,841.0,41.0,1493.0,789.0,22.2,53.9,1.4201
2004-08-17 07:00:00,2.2,1118.0,158.3481276005548,12.9,1079.0,135.0,638.0,68.0,1761.0,1145.0,22.5,52.3,1.41
2004-08-17 08:00:00,2.5,1155.0,158.42024965325936,16.0,1181.0,167.0,580.0,82.0,1850.0,1302.0,24.3,47.8,1.4321
2004-08-17 09:00:00,2.3,1112.0,158.49237170596393,12.2,1058.0,190.0,654.0,137.0,1695.0,1297.0,27.3,40.7,1.4548
2004-08-17 10:00:00,2.0,1094.0,158.5644937586685,10.0,979.0,142.0,717.0,119.0,1633.0,1192.0,33.3,28.2,1.4189
2004-08-17 11:00:00,1.98,1022.0,158.6366158113731,7.8,890.0,140.03333333333333,803.0,117.4,1499.0,862.0,35.3,23.1,1.2989
2004-08-17 12:00:00,1.96,968.0,158.70873786407768,5.9,805.0,138.06666666666666,875.0,115.8,1391.0,649.0,36.1,21.3,1.2502
2004-08-17 13:00:00,1.94,978.0,158.78085991678225,6.6,840.0,136.1,852.0,114.2,1422.0,694.0,38.5,18.0,1.2055
2004-08-17 14:00:00,1.92,947.0,158.85298196948682,4.8,751.0,134.13333333333333,922.0,112.6,1358.0,595.0,36.5,20.8,1.2446
2004-08-17 15:00:00,1.9,997.0,158.9251040221914,5.9,808.0,132.16666666666666,870.0,111.0,1447.0,662.0,38.8,19.1,1.3035
2004-08-17 16:00:00,1.88,1026.0,158.997226074896,6.0,813.0,130.2,843.0,109.4,1463.0,692.0,38.8,19.8,1.3513
2004-08-17 17:00:00,1.8599999999999999,973.0,159.06934812760056,5.0,764.0,128.23333333333335,914.0,107.8,1373.0,619.0,38.1,19.7,1.2928
2004-08-17 18:00:00,1.8399999999999999,925.0,159.14147018030513,4.2,721.0,126.26666666666667,969.0,106.2,1317.0,484.0,36.1,20.7,1.2151
2004-08-17 19:00:00,1.82,957.0,159.2135922330097,5.0,766.0,124.3,929.0,104.6,1380.0,516.0,32.8,24.3,1.1894
2004-08-17 20:00:00,1.8,1029.0,159.28571428571428,7.5,877.0,122.33333333333334,807.0,103.0,1489.0,776.0,30.4,29.8,1.2712
2004-08-17 21:00:00,1.78,1109.0,159.35783633841885,9.3,952.0,120.36666666666667,735.0,101.4,1601.0,1041.0,29.1,33.6,1.3314
2004-08-17 22:00:00,1.76,1105.0,159.42995839112345,10.0,977.0,118.4,692.0,99.8,1618.0,1138.0,28.6,35.7,1.3726
2004-08-17 23:00:00,1.74,1039.0,159.50208044382802,8.2,906.0,116.43333333333334,728.0,98.2,1545.0,1091.0,28.0,36.1,1.3425
2004-08-18 00:00:00,1.72,965.0,159.5742024965326,6.4,832.0,114.46666666666667,795.0,96.6,1455.0,978.0,25.8,39.5,1.2949
2004-08-18 01:00:00,1.7,955.0,159.64632454923716,6.0,812.0,112.5,823.0,95.0,1464.0,936.0,25.1,40.1,1.2544
2004-08-18 02:00:00,1.68,935.0,159.71844660194174,5.4,782.0,110.53333333333333,847.0,93.4,1428.0,867.0,24.4,42.5,1.2854
2004-08-18 03:00:00,1.66,902.0,159.79056865464634,4.4,735.0,108.56666666666666,890.0,91.8,1410.0,781.0,23.0,46.2,1.2783
2004-08-18 04:00:00,1.64,875.0,159.8626907073509,4.1,714.0,106.6,903.0,90.2,1379.0,746.0,22.5,46.7,1.261
2004-08-18 05:00:00,1.6199999999999999,884.0,159.93481276005548,4.3,729.0,104.63333333333334,920.0,88.6,1389.0,837.0,22.9,45.7,1.2621
2004-08-18 06:00:00,1.5999999999999999,942.0,160.00693481276005,6.3,825.0,102.66666666666667,870.0,87.0,1450.0,995.0,23.8,41.8,1.2149
2004-08-18 07:00:00,1.58,1077.0,160.07905686546462,10.9,1012.0,100.7,708.0,85.4,1633.0,1138.0,24.4,42.6,1.2866
2004-08-18 08:00:00,1.56,1040.0,160.1511789181692,11.2,1022.0,98.73333333333333,713.0,83.80000000000001,1624.0,998.0,27.3,36.8,1.3189
2004-08-18 09:00:00,1.54,982.0,160.2233009708738,6.5,836.0,96.76666666666668,840.0,82.2,1498.0,696.0,29.6,35.4,1.4426
2004-08-18 10:00:00,1.52,995.0,160.29542302357837,5.7,800.0,94.80000000000001,896.0,80.6,1501.0,615.0,34.6,28.3,1.5338
2004-08-18 11:00:00,1.5,1024.0,160.36754507628294,7.0,859.0,92.83333333333334,810.0,79.0,1576.0,710.0,33.1,32.6,1.6188
2004-08-18 12:00:00,1.48,1029.0,160.4396671289875,5.6,791.0,90.86666666666667,855.0,77.4,1567.0,651.0,33.3,33.1,1.6642
2004-08-18 13:00:00,1.46,1003.0,160.5117891816921,5.5,787.0,88.9,850.0,75.80000000000001,1518.0,636.0,34.6,30.1,1.6296
2004-08-18 14:00:00,1.44,987.0,160.58391123439668,5.4,782.0,86.93333333333334,875.0,74.2,1514.0,593.0,34.9,29.5,1.6275
2004-08-18 15:00:00,1.42,1023.0,160.65603328710125,7.0,859.0,84.96666666666667,810.0,72.6,1590.0,684.0,35.6,28.5,1.6293
2004-08-18 16:00:00,1.4,1023.0,160.72815533980582,7.4,875.0,83.0,785.0,71.0,1590.0,711.0,36.4,27.1,1.6226
2004-08-18 17:00:00,1.7,1064.0,160.8002773925104,9.1,942.0,94.0,735.0,78.0,1650.0,801.0,36.8,26.2,1.5984
2004-08-18 18:00:00,1.5,1042.0,160.87239944521497,8.9,936.0,84.0,759.0,72.0,1630.0,770.0,36.4,26.8,1.6038
2004-08-18 19:00:00,1.7,1059.0,160.94452149791957,9.2,947.0,90.0,733.0,74.0,1671.0,813.0,33.3,32.8,1.6527
2004-08-18 20:00:00,1.6,1050.0,161.01664355062414,8.5,921.0,91.0,743.0,70.0,1683.0,851.0,31.3,39.5,1.7798
2004-08-18 21:00:00,1.4,1025.0,161.0887656033287,7.9,896.0,70.0,738.0,55.0,1693.0,823.0,29.9,44.7,1.8511
2004-08-18 22:00:00,1.4,1029.0,161.16088765603328,6.1,816.0,75.0,804.0,54.0,1624.0,778.0,29.1,48.4,1.9186
2004-08-18 23:00:00,1.4,1055.0,161.23300970873785,6.4,831.0,72.0,769.0,53.0,1686.0,827.0,28.0,52.9,1.964
2004-08-19 00:00:00,1.2,1001.0,161.30513176144245,5.7,799.0,59.0,800.0,46.0,1642.0,753.0,27.7,53.0,1.9423
2004-08-19 01:00:00,0.9,936.0,161.37725381414702,4.4,730.0,48.0,864.0,38.0,1551.0,726.0,27.7,52.6,1.9202
2004-08-19 02:00:00,0.6,863.0,161.4493758668516,2.3,608.0,41.0,1035.0,30.0,1465.0,597.0,28.3,49.5,1.8782
2004-08-19 03:00:00,0.4,834.0,161.52149791955617,1.8,565.0,26.0,1187.0,23.0,1444.0,473.0,28.8,49.0,1.9112
2004-08-19 04:00:00,0.5,841.0,161.59361997226074,1.9,578.0,11.0,1144.0,16.0,1464.0,463.0,27.7,52.5,1.923
2004-08-19 05:00:00,0.5,871.0,161.6657420249653,2.4,611.0,11.0,1077.0,12.0,1494.0,526.0,27.5,53.0,1.9097
2004-08-19 06:00:00,0.8,962.0,161.7378640776699,4.7,747.0,37.0,862.0,38.0,1605.0,712.0,27.1,54.4,1.9168
2004-08-19 07:00:00,1.4,1083.0,161.80998613037448,7.8,889.0,72.0,725.0,56.0,1734.0,918.0,27.6,52.1,1.8936
2004-08-19 08:00:00,1.2,1061.0,161.88210818307905,7.8,891.0,53.0,721.0,57.0,1697.0,894.0,29.0,48.5,1.9133
2004-08-19 09:00:00,1.0,1012.0,161.95423023578363,6.3,824.0,31.0,803.0,39.0,1612.0,710.0,31.0,42.9,1.8909
2004-08-19 10:00:00,1.2,1031.0,162.02635228848823,6.5,834.0,47.0,793.0,47.0,1640.0,737.0,32.5,39.4,1.8982
2004-08-19 11:00:00,1.1,1011.0,162.0984743411928,6.1,816.0,33.0,830.0,35.0,1614.0,680.0,36.9,30.9,1.8934
2004-08-19 12:00:00,1.2,1009.0,162.17059639389737,6.3,824.0,35.0,822.0,44.0,1606.0,670.0,36.2,30.6,1.8105
2004-08-19 13:00:00,1.1,980.0,162.24271844660194,5.6,793.0,32.0,858.0,43.0,1549.0,654.0,37.7,27.7,1.778
2004-08-19 14:00:00,1.0,961.0,162.3148404993065,5.8,803.0,23.0,852.0,34.0,1552.0,618.0,37.1,27.2,1.6874
2004-08-19 15:00:00,1.0,966.0,162.38696255201108,5.4,784.0,27.0,870.0,36.0,1530.0,652.0,39.5,24.3,1.7216
2004-08-19 16:00:00,1.2,1022.0,162.45908460471568,6.8,849.0,32.0,813.0,44.0,1583.0,732.0,39.9,23.8,1.7127
2004-08-19 17:00:00,1.7,1091.0,162.53120665742026,9.3,953.0,51.0,723.0,63.0,1688.0,853.0,39.6,24.3,1.7255
2004-08-19 18:00:00,1.7,1063.0,162.60332871012483,8.5,919.0,46.0,735.0,60.0,1676.0,821.0,37.2,29.1,1.8185
2004-08-19 19:00:00,1.7,1116.0,162.6754507628294,9.3,952.0,62.0,702.0,66.0,1759.0,895.0,33.9,37.1,1.9264
2004-08-19 20:00:00,1.7,1101.0,162.74757281553397,7.4,875.0,65.0,722.0,68.0,1748.0,927.0,31.6,43.6,1.9944
2004-08-19 21:00:00,1.7035294117647057,1072.0,162.81969486823857,6.4,831.0,65.54117647058824,757.0,68.17241379310344,1677.0,857.0,30.3,47.3,2.0034
2004-08-19 22:00:00,1.7070588235294117,1080.0,162.89181692094314,7.8,890.0,66.08235294117647,723.0,68.34482758620689,1702.0,869.0,29.8,49.1,2.0248
2004-08-19 23:00:00,1.7105882352941175,1005.0,162.9639389736477,5.6,792.0,66.62352941176471,809.0,68.51724137931035,1638.0,725.0,29.0,51.7,2.0375
2004-08-20 00:00:00,1.7141176470588235,998.0,163.0360610263523,5.3,776.0,67.16470588235295,810.0,68.6896551724138,1608.0,665.0,28.5,52.1,2.0036
2004-08-20 01:00:00,1.7176470588235293,1000.0,163.10818307905686,5.0,763.0,67.70588235294117,807.0,68.86206896551724,1619.0,680.0,27.7,53.7,1.9661
2004-08-20 02:00:00,1.7211764705882353,932.0,163.18030513176143,4.2,720.0,68.24705882352941,859.0,69.03448275862068,1562.0,605.0,27.4,53.5,1.9267
2004-08-20 03:00:00,1.724705882352941,808.0,163.25242718446603,1.4,539.0,68.78823529411764,1206.0,69.20689655172414,1383.0,427.0,28.5,48.7,1.872
2004-08-20 04:00:00,1.728235294117647,795.0,163.3245492371706,1.0,494.0,69.32941176470588,1398.0,69.37931034482759,1353.0,400.0,28.9,48.4,1.8982
2004-08-20 05:00:00,1.7317647058823529,886.0,163.39667128987517,2.4,613.0,69.87058823529412,1075.0,69.55172413793103,1484.0,522.0,27.1,54.8,1.9309
2004-08-20 06:00:00,1.7352941176470589,974.0,163.46879334257974,4.5,740.0,70.41176470588235,873.0,69.72413793103448,1595.0,703.0,26.1,59.0,1.9669
2004-08-20 07:00:00,1.7388235294117647,1112.0,163.54091539528432,8.9,936.0,70.95294117647059,683.0,69.89655172413794,1792.0,965.0,26.7,58.0,2.0023
2004-08-20 08:00:00,1.7423529411764704,1175.0,163.61303744798892,12.9,1080.0,71.49411764705883,591.0,70.06896551724138,1931.0,1102.0,27.9,54.9,2.0353
2004-08-20 09:00:00,1.7458823529411764,1091.0,163.6851595006935,8.6,925.0,72.03529411764706,701.0,70.24137931034483,1753.0,1058.0,29.7,50.5,2.0767
2004-08-20 10:00:00,1.7494117647058822,1066.0,163.75728155339806,7.8,890.0,72.5764705882353,747.0,70.41379310344827,1690.0,906.0,32.2,41.4,1.9624
2004-08-20 11:00:00,1.7529411764705882,1031.0,163.82940360610263,7.7,887.0,73.11764705882354,777.0,70.58620689655173,1665.0,844.0,35.6,32.2,1.8408
2004-08-20 12:00:00,1.756470588235294,1004.0,163.9015256588072,7.3,868.0,73.65882352941176,772.0,70.75862068965517,1632.0,763.0,35.7,31.4,1.8025
2004-08-20 13:00:00,1.76,927.0,163.97364771151177,3.8,698.0,74.2,919.0,70.93103448275862,1537.0,555.0,35.5,34.9,1.9841
2004-08-20 14:00:00,1.7635294117647058,924.0,164.04576976421637,3.3,673.0,74.74117647058824,960.0,71.10344827586206,1522.0,520.0,35.0,35.5,1.962
2004-08-20 15:00:00,1.7670588235294118,912.0,164.11789181692095,3.3,671.0,75.28235294117647,964.0,71.27586206896552,1508.0,508.0,35.1,34.6,1.9255
2004-08-20 16:00:00,1.7705882352941176,976.0,164.19001386962552,4.8,752.0,75.82352941176471,876.0,71.44827586206897,1561.0,545.0,36.8,30.5,1.8572
2004-08-20 17:00:00,1.7741176470588236,989.0,164.2621359223301,5.7,798.0,76.36470588235294,840.0,71.62068965517241,1607.0,584.0,34.5,34.7,1.8667
2004-08-20 18:00:00,1.7776470588235294,986.0,164.3342579750347,5.6,794.0,76.90588235294118,845.0,71.79310344827586,1619.0,590.0,33.0,38.1,1.8813
2004-08-20 19:00:00,1.7811764705882354,984.0,164.40638002773926,5.7,800.0,77.44705882352942,836.0,71.96551724137932,1607.0,610.0,30.8,43.1,1.8761
2004-08-20 20:00:00,1.7847058823529411,1000.0,164.47850208044383,7.0,857.0,77.98823529411764,767.0,72.13793103448276,1634.0,689.0,29.1,46.9,1.8652
2004-08-20 21:00:00,1.788235294117647,996.0,164.5506241331484,6.8,848.0,78.52941176470588,763.0,72.3103448275862,1657.0,713.0,28.2,49.8,1.8795
2004-08-20 22:00:00,1.791764705882353,1013.0,164.62274618585298,8.3,913.0,79.07058823529411,717.0,72.48275862068965,1685.0,785.0,27.5,50.4,1.823
2004-08-20 23:00:00,1.7952941176470587,1004.0,164.69486823855755,6.9,851.0,79.61176470588235,767.0,72.65517241379311,1632.0,754.0,27.3,49.1,1.7503
2004-08-21 00:00:00,1.7988235294117647,949.0,164.76699029126215,6.0,814.0,80.15294117647059,824.0,72.82758620689656,1563.0,653.0,26.7,46.7,1.6121
2004-08-21 01:00:00,1.8023529411764705,895.0,164.83911234396672,5.4,783.0,80.69411764705882,863.0,73.0,1502.0,575.0,26.0,45.0,1.4913
2004-08-21 02:00:00,1.8058823529411765,863.0,164.9112343966713,3.9,707.0,81.23529411764706,927.0,73.17241379310344,1407.0,537.0,25.0,47.3,1.4771
2004-08-21 03:00:00,1.8094117647058823,786.0,164.98335644937586,2.0,587.0,81.7764705882353,1150.0,73.34482758620689,1300.0,413.0,25.3,44.3,1.4032
2004-08-21 04:00:00,1.8129411764705883,792.0,165.05547850208043,2.2,597.0,82.31764705882352,1137.0,73.51724137931035,1320.0,417.0,24.3,46.3,1.3857
