Datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day_of_week,month,is_weekend,CO(GT)_lag_1,CO(GT)_lag_2,CO(GT)_lag_3,PT08.S1(CO)_lag_1,PT08.S1(CO)_lag_2,PT08.S1(CO)_lag_3,T_lag_1,T_lag_2,T_lag_3,RH_lag_1,RH_lag_2,RH_lag_3,CO(GT)_rolling_mean_6,PT08.S1(CO)_rolling_mean_6,T_rolling_mean_6,RH_rolling_mean_6
2004-09-23 18:00:00,4.9,1446.0,156.59913169319827,26.1,1458.0,431.0,501.0,189.0,2059.0,1572.0,29.0,40.5,1.5949,18,3,9,0,4.6,3.2,2.6,1446.0,1330.0,1215.0,31.6,31.5,30.4,34.8,34.9,37.2,3.116666666666667,1276.5,30.26666666666667,37.333333333333336
2004-09-23 19:00:00,4.7,1421.0,156.57163531114327,25.6,1444.0,402.0,510.0,173.0,2056.0,1446.0,27.2,45.9,1.6302,19,3,9,0,4.9,4.6,3.2,1446.0,1446.0,1330.0,29.0,31.6,31.5,40.5,34.8,34.9,3.4666666666666672,1312.0,30.21666666666667,37.5
2004-09-23 20:00:00,3.3,1247.0,156.5441389290883,16.9,1206.0,313.0,600.0,148.0,1785.0,1233.0,26.2,48.7,1.6256,20,3,9,0,4.7,4.9,4.6,1421.0,1446.0,1446.0,27.2,29.0,31.6,45.9,40.5,34.8,3.7666666666666675,1344.0,29.916666666666668,38.550000000000004
2004-09-23 21:00:00,2.3,1168.0,156.51664254703329,12.6,1070.0,228.0,667.0,116.0,1646.0,1102.0,25.1,50.5,1.584,21,3,9,0,3.3,4.7,4.9,1247.0,1421.0,1446.0,26.2,27.2,29.0,48.7,45.9,40.5,3.883333333333334,1350.8333333333333,29.316666666666663,40.333333333333336
2004-09-23 22:00:00,2.1,1111.0,156.4891461649783,10.3,991.0,218.0,721.0,109.0,1559.0,1028.0,24.1,50.7,1.4959,22,3,9,0,2.3,3.3,4.7,1168.0,1247.0,1421.0,25.1,26.2,27.2,50.5,48.7,45.9,3.8333333333333335,1343.0,28.433333333333337,42.550000000000004
2004-09-23 23:00:00,1.7,1071.0,156.4616497829233,8.9,934.0,179.0,763.0,94.0,1504.0,942.0,22.5,53.7,1.4486,23,3,9,0,2.1,2.3,3.3,1111.0,1168.0,1247.0,24.1,25.1,26.2,50.7,50.5,48.7,3.6500000000000004,1306.5,27.200000000000003,45.18333333333334
2004-09-24 00:00:00,1.0,969.0,156.4341534008683,6.5,835.0,97.0,859.0,64.0,1437.0,773.0,22.7,53.7,1.458,0,4,9,0,1.7,2.1,2.3,1071.0,1111.0,1168.0,22.5,24.1,25.1,53.7,50.7,50.5,3.1666666666666674,1244.0,25.683333333333334,48.333333333333336
2004-09-24 01:00:00,0.9,942.0,156.40665701881332,5.3,780.0,83.0,915.0,59.0,1419.0,737.0,21.5,57.9,1.4658,1,4,9,0,1.0,1.7,2.1,969.0,1071.0,1111.0,22.7,22.5,24.1,53.7,53.7,50.7,2.516666666666667,1164.5,24.63333333333333,50.53333333333333
2004-09-24 02:00:00,0.7,923.0,156.37916063675831,4.6,744.0,80.0,908.0,64.0,1394.0,815.0,22.3,55.8,1.4828,2,4,9,0,0.9,1.0,1.7,942.0,969.0,1071.0,21.5,22.7,22.5,57.9,53.7,53.7,1.8833333333333337,1084.6666666666667,23.683333333333334,52.53333333333334
2004-09-24 03:00:00,0.4,813.0,156.35166425470334,2.0,581.0,73.0,1176.0,58.0,1320.0,627.0,22.7,53.8,1.4673,3,4,9,0,0.7,0.9,1.0,923.0,942.0,969.0,22.3,21.5,22.7,55.8,57.9,53.7,1.4500000000000002,1030.6666666666667,23.03333333333333,53.71666666666666
2004-09-24 04:00:00,0.4,851.0,156.32416787264833,2.5,618.0,66.0,1099.0,52.0,1351.0,642.0,21.1,59.9,1.4789,4,4,9,0,0.4,0.7,0.9,813.0,923.0,942.0,22.7,22.3,21.5,53.8,55.8,57.9,1.1333333333333335,971.5,22.633333333333336,54.26666666666666
2004-09-24 05:00:00,0.5,868.0,156.29667149059335,2.8,639.0,109.0,1093.0,55.0,1367.0,610.0,20.4,63.0,1.4946,5,4,9,0,0.4,0.4,0.7,851.0,813.0,923.0,21.1,22.7,22.3,59.9,53.8,55.8,0.8500000000000002,928.1666666666666,22.133333333333336,55.79999999999999
2004-09-24 06:00:00,1.3,1062.0,156.26917510853835,8.4,915.0,232.0,792.0,83.0,1579.0,929.0,20.8,62.2,1.5119,6,4,9,0,0.5,0.4,0.4,868.0,851.0,813.0,20.4,21.1,22.7,63.0,59.9,53.8,0.6500000000000004,894.3333333333334,21.78333333333333,57.35
2004-09-24 07:00:00,3.5,1418.0,156.24167872648337,21.1,1328.0,535.0,546.0,114.0,2017.0,1427.0,21.3,61.6,1.5452,7,4,9,0,1.3,0.5,0.4,1062.0,868.0,851.0,20.8,20.4,21.1,62.2,63.0,59.9,0.7000000000000003,909.8333333333334,21.46666666666667,58.76666666666667
2004-09-24 08:00:00,5.5,1600.0,156.21418234442837,34.0,1641.0,684.0,440.0,137.0,2430.0,1776.0,21.9,60.2,1.56,8,4,9,0,3.5,1.3,0.5,1418.0,1062.0,868.0,21.3,20.8,20.4,61.6,62.2,63.0,1.1333333333333335,989.1666666666666,21.433333333333334,59.383333333333326
2004-09-24 09:00:00,5.6,1583.0,156.18668596237336,29.4,1538.0,803.0,461.0,160.0,2214.0,1788.0,23.0,56.4,1.5614,9,4,9,0,5.5,3.5,1.3,1600.0,1418.0,1062.0,21.9,21.3,20.8,60.2,61.6,62.2,1.9333333333333336,1102.0,21.366666666666664,60.116666666666674
2004-09-24 10:00:00,3.4,1338.0,156.15918958031838,20.3,1305.0,539.0,543.0,138.0,1929.0,1521.0,25.1,49.5,1.5572,10,4,9,0,5.6,5.5,3.5,1583.0,1600.0,1418.0,23.0,21.9,21.3,56.4,60.2,61.6,2.8000000000000003,1230.3333333333333,21.416666666666668,60.550000000000004
2004-09-24 11:00:00,3.2,1285.0,156.13169319826338,18.4,1252.0,364.0,581.0,134.0,1866.0,1293.0,26.6,44.3,1.5229,11,4,9,0,3.4,5.6,5.5,1338.0,1583.0,1600.0,25.1,23.0,21.9,49.5,56.4,60.2,3.3000000000000003,1311.5,22.083333333333332,58.81666666666666
2004-09-24 12:00:00,3.7,1376.0,156.1041968162084,22.3,1359.0,422.0,530.0,143.0,1998.0,1435.0,26.2,46.0,1.5422,12,4,9,0,3.2,3.4,5.6,1285.0,1338.0,1583.0,26.6,25.1,23.0,44.3,49.5,56.4,3.7500000000000004,1381.0,23.116666666666664,55.699999999999996
2004-09-24 13:00:00,4.6,1467.0,156.0767004341534,26.9,1477.0,483.0,491.0,153.0,2114.0,1592.0,25.4,48.7,1.5594,13,4,9,0,3.7,3.2,3.4,1376.0,1285.0,1338.0,26.2,26.6,25.1,46.0,44.3,49.5,4.15,1433.3333333333333,24.016666666666666,53.0
2004-09-24 14:00:00,4.2,1442.0,156.04920405209842,24.0,1403.0,496.0,518.0,145.0,2026.0,1551.0,25.6,48.3,1.558,14,4,9,0,4.6,3.7,3.2,1467.0,1376.0,1285.0,25.4,26.2,26.6,48.7,46.0,44.3,4.333333333333333,1441.5,24.7,50.85
2004-09-24 15:00:00,3.3,1358.0,156.0217076700434,19.3,1277.0,403.0,563.0,123.0,1892.0,1429.0,25.7,47.8,1.5548,15,4,9,0,4.2,4.6,3.7,1442.0,1467.0,1376.0,25.6,25.4,26.2,48.3,48.7,46.0,4.116666666666667,1415.1666666666667,25.316666666666666,48.86666666666667
2004-09-24 16:00:00,2.7,1222.0,155.99421128798843,14.5,1133.0,282.0,624.0,96.0,1698.0,1195.0,24.9,49.2,1.5251,16,4,9,0,3.3,4.2,4.6,1358.0,1442.0,1467.0,25.7,25.6,25.4,47.8,48.3,48.7,3.733333333333333,1377.6666666666667,25.766666666666666,47.43333333333334
2004-09-24 17:00:00,2.2,1134.0,155.96671490593343,11.1,1017.0,268.0,724.0,107.0,1632.0,981.0,18.3,75.4,1.5682,17,4,9,0,2.7,3.3,4.2,1222.0,1358.0,1442.0,24.9,25.7,25.6,49.2,47.8,48.3,3.616666666666667,1358.3333333333333,25.733333333333334,47.38333333333333
2004-09-24 18:00:00,2.8,1120.0,155.93921852387842,10.4,993.0,306.0,725.0,119.0,1565.0,962.0,16.3,73.9,1.3601,18,4,9,0,2.2,2.7,3.3,1134.0,1222.0,1358.0,18.3,24.9,25.7,75.4,49.2,47.8,3.4500000000000006,1333.1666666666667,24.349999999999998,52.56666666666666
2004-09-24 19:00:00,2.9,1103.0,155.91172214182345,10.5,997.0,293.0,736.0,109.0,1552.0,914.0,15.6,75.7,1.3345,19,4,9,0,2.8,2.2,2.7,1120.0,1134.0,1222.0,16.3,18.3,24.9,73.9,75.4,49.2,3.3000000000000007,1290.5,22.700000000000003,57.21666666666667
2004-09-24 20:00:00,2.0,985.0,155.88422575976844,5.8,805.0,240.0,895.0,107.0,1390.0,785.0,15.4,76.6,1.3334,20,4,9,0,2.9,2.8,2.2,1103.0,1120.0,1134.0,15.6,16.3,18.3,75.7,73.9,75.4,3.016666666666667,1229.8333333333333,21.066666666666666,61.71666666666667
2004-09-24 21:00:00,0.7,795.0,155.85672937771346,2.2,596.0,93.0,1227.0,57.0,1188.0,482.0,14.0,75.4,1.1988,21,4,9,0,2.0,2.9,2.8,985.0,1103.0,1120.0,15.4,15.6,16.3,76.6,75.7,73.9,2.6500000000000004,1153.6666666666667,19.366666666666667,66.43333333333334
2004-09-24 22:00:00,0.6,787.0,155.82923299565846,2.0,584.0,99.0,1317.0,60.0,1129.0,446.0,14.9,60.5,1.0213,22,4,9,0,0.7,2.0,2.9,795.0,985.0,1103.0,14.0,15.4,15.6,75.4,76.6,75.7,2.2166666666666672,1059.8333333333333,17.416666666666668,71.03333333333335
2004-09-24 23:00:00,1.2,839.0,155.80173661360348,3.8,701.0,55.0,1128.0,22.0,1156.0,553.0,15.5,50.9,0.888,23,4,9,0,0.6,0.7,2.0,787.0,795.0,985.0,14.9,14.0,15.4,60.5,75.4,76.6,1.866666666666667,987.3333333333334,15.75,72.91666666666667
2004-09-25 00:00:00,1.2,835.0,155.77424023154848,3.9,705.0,19.0,1117.0,2.0,1161.0,592.0,15.6,50.0,0.8773,0,5,9,1,1.2,0.6,0.7,839.0,787.0,795.0,15.5,14.9,14.0,50.9,60.5,75.4,1.7000000000000002,938.1666666666666,15.283333333333333,68.83333333333333
2004-09-25 01:00:00,1.1,837.0,155.7467438494935,3.7,693.0,26.0,1096.0,7.0,1178.0,584.0,15.4,53.6,0.9326,1,5,9,1,1.2,1.2,0.6,835.0,839.0,787.0,15.6,15.5,14.9,50.0,50.9,60.5,1.4333333333333336,890.6666666666666,15.166666666666666,64.85
2004-09-25 02:00:00,0.6,761.0,155.7192474674385,1.7,563.0,26.0,1316.0,8.0,1106.0,451.0,15.4,53.9,0.9334,2,5,9,1,1.1,1.2,1.2,837.0,835.0,839.0,15.4,15.6,15.5,53.6,50.0,50.9,1.1333333333333335,846.3333333333334,15.133333333333333,61.166666666666664
2004-09-25 03:00:00,0.3,718.0,155.69175108538352,1.0,499.0,34.0,1495.0,17.5,1059.0,382.0,15.3,52.4,0.9017,3,5,9,1,0.6,1.1,1.2,761.0,837.0,835.0,15.4,15.4,15.6,53.9,53.6,50.0,0.9000000000000004,809.0,15.133333333333335,57.383333333333326
2004-09-25 04:00:00,0.3,724.0,155.6642547033285,1.0,495.0,42.0,1531.0,27.0,1071.0,391.0,15.3,53.1,0.9181,4,5,9,1,0.3,0.6,1.1,718.0,761.0,837.0,15.3,15.4,15.4,52.4,53.9,53.6,0.8333333333333336,796.1666666666666,15.350000000000001,53.550000000000004
2004-09-25 05:00:00,0.3,718.0,155.63675832127353,0.9,486.0,32.0,1531.0,14.0,1072.0,398.0,15.4,53.7,0.9295,5,5,9,1,0.3,0.3,0.6,724.0,718.0,761.0,15.3,15.3,15.4,53.1,52.4,53.9,0.7833333333333335,785.6666666666666,15.416666666666666,52.31666666666666
2004-09-25 06:00:00,0.4,744.0,155.60926193921853,1.3,525.0,25.0,1434.0,3.0,1097.0,430.0,15.5,53.3,0.9308,6,5,9,1,0.3,0.3,0.3,718.0,724.0,718.0,15.4,15.3,15.3,53.7,53.1,52.4,0.6333333333333336,765.5,15.4,52.78333333333334
2004-09-25 07:00:00,0.6,782.0,155.58176555716352,2.1,591.0,28.0,1287.0,9.0,1130.0,461.0,15.4,52.7,0.9178,7,5,9,1,0.4,0.3,0.3,744.0,718.0,724.0,15.5,15.4,15.3,53.3,53.7,53.1,0.5000000000000003,750.3333333333334,15.383333333333335,53.333333333333336
2004-09-25 08:00:00,0.7,798.0,155.55426917510854,2.5,619.0,41.0,1204.0,14.0,1138.0,500.0,15.7,51.1,0.9056,8,5,9,1,0.6,0.4,0.3,782.0,744.0,718.0,15.4,15.5,15.4,52.7,53.3,53.7,0.41666666666666696,741.1666666666666,15.383333333333333,53.18333333333334
2004-09-25 09:00:00,1.0,867.0,155.52677279305354,4.6,744.0,130.0,1067.0,52.0,1207.0,594.0,16.9,47.7,0.9142,9,5,9,1,0.7,0.6,0.4,798.0,782.0,744.0,15.7,15.4,15.5,51.1,52.7,53.3,0.43333333333333357,747.3333333333334,15.433333333333335,52.71666666666667
2004-09-25 10:00:00,1.1,862.0,155.49927641099856,4.3,729.0,173.0,1103.0,64.0,1171.0,603.0,18.2,41.9,0.8674,10,5,9,1,1.0,0.7,0.6,867.0,798.0,782.0,16.9,15.7,15.4,47.7,51.1,52.7,0.5500000000000003,772.1666666666666,15.699999999999998,51.93333333333334
2004-09-25 11:00:00,1.5,915.0,155.47178002894356,6.5,834.0,168.0,1006.0,66.0,1243.0,686.0,19.1,37.0,0.8104,11,5,9,1,1.1,1.0,0.7,862.0,867.0,798.0,18.2,16.9,15.7,41.9,47.7,51.1,0.6833333333333337,795.1666666666666,16.183333333333334,50.06666666666667
2004-09-25 12:00:00,1.4,857.0,155.44428364688858,6.0,813.0,51.0,1040.0,14.0,1183.0,622.0,19.3,34.8,0.771,12,5,9,1,1.5,1.1,1.0,915.0,862.0,867.0,19.1,18.2,16.9,37.0,41.9,47.7,0.8833333333333336,828.0,16.8,47.28333333333333
2004-09-25 13:00:00,1.4,837.0,155.41678726483357,6.0,812.0,31.0,1065.0,9.0,1171.0,624.0,19.8,31.2,0.7127,13,5,9,1,1.4,1.5,1.1,857.0,915.0,862.0,19.3,19.1,18.2,34.8,37.0,41.9,1.0500000000000003,846.8333333333334,17.433333333333334,44.199999999999996
2004-09-25 14:00:00,1.0,805.0,155.3892908827786,4.5,740.0,41.0,1161.0,12.0,1117.0,565.0,19.8,31.1,0.7104,14,5,9,1,1.4,1.4,1.5,837.0,857.0,915.0,19.8,19.3,19.1,31.2,34.8,37.0,1.1833333333333336,856.0,18.166666666666668,40.61666666666667
2004-09-25 15:00:00,0.9,781.0,155.3617945007236,3.9,705.0,41.0,1203.0,14.0,1068.0,514.0,20.2,28.6,0.6717,15,5,9,1,1.0,1.4,1.4,805.0,837.0,857.0,19.8,19.8,19.3,31.1,31.2,34.8,1.2333333333333336,857.1666666666666,18.849999999999998,37.28333333333334
2004-09-25 16:00:00,1.1,815.0,155.33429811866858,4.6,743.0,54.0,1183.0,21.0,1095.0,536.0,22.1,24.8,0.6514,16,5,9,1,0.9,1.0,1.4,781.0,805.0,837.0,20.2,19.8,19.8,28.6,31.1,31.2,1.216666666666667,842.8333333333334,19.4,34.1
2004-09-25 17:00:00,1.3,877.0,155.3068017366136,6.7,844.0,112.0,1048.0,43.0,1193.0,669.0,21.1,27.7,0.6853,17,5,9,1,1.1,0.9,1.0,815.0,781.0,805.0,22.1,20.2,19.8,24.8,28.6,31.1,1.216666666666667,835.0,20.05,31.25
2004-09-25 18:00:00,1.8,926.0,155.2793053545586,8.9,935.0,178.0,931.0,62.0,1262.0,786.0,20.1,30.3,0.7045,18,5,9,1,1.3,1.1,0.9,877.0,815.0,781.0,21.1,22.1,20.2,27.7,24.8,28.6,1.1833333333333338,828.6666666666666,20.383333333333333,29.7
2004-09-25 19:00:00,2.4,987.0,155.25180897250362,9.8,971.0,218.0,876.0,68.0,1312.0,891.0,19.5,33.0,0.7384,19,5,9,1,1.8,1.3,1.1,926.0,877.0,815.0,20.1,21.1,22.1,30.3,27.7,24.8,1.2500000000000002,840.1666666666666,20.51666666666667,28.950000000000003
2004-09-25 20:00:00,2.7,1004.0,155.22431259044862,10.8,1007.0,241.0,848.0,81.0,1321.0,926.0,19.3,32.3,0.7163,20,5,9,1,2.4,1.8,1.3,987.0,926.0,877.0,19.5,20.1,21.1,33.0,30.3,27.7,1.416666666666667,865.1666666666666,20.46666666666667,29.25
2004-09-25 21:00:00,1.7,897.0,155.19681620839364,7.4,875.0,223.0,937.0,88.0,1227.0,902.0,18.4,33.2,0.6975,21,5,9,1,2.7,2.4,1.8,1004.0,987.0,926.0,19.3,19.5,20.1,32.3,33.0,30.3,1.7000000000000004,898.3333333333334,20.383333333333333,29.45
2004-09-25 22:00:00,2.2,1002.0,155.16931982633864,10.3,989.0,279.0,840.0,99.0,1358.0,1011.0,17.8,36.5,0.7366,22,5,9,1,1.7,2.7,2.4,897.0,1004.0,987.0,18.4,19.3,19.5,33.2,32.3,33.0,1.8333333333333337,917.6666666666666,20.083333333333332,30.21666666666667
2004-09-25 23:00:00,2.8,1126.0,155.14182344428366,13.8,1111.0,330.0,746.0,98.0,1473.0,1249.0,17.8,39.9,0.8035,23,5,9,1,2.2,1.7,2.7,1002.0,897.0,1004.0,17.8,18.4,19.3,36.5,33.2,32.3,2.016666666666667,948.8333333333334,19.366666666666667,32.166666666666664
2004-09-26 00:00:00,2.4,1067.0,155.11432706222865,10.9,1013.0,330.0,794.0,97.0,1350.0,1133.0,17.0,43.0,0.8242,0,6,9,1,2.8,2.2,1.7,1126.0,1002.0,897.0,17.8,17.8,18.4,39.9,36.5,33.2,2.266666666666667,990.3333333333334,18.816666666666666,34.199999999999996
2004-09-26 01:00:00,2.5,1063.0,155.08683068017365,11.7,1040.0,341.0,739.0,101.0,1413.0,1166.0,15.5,52.2,0.9136,1,6,9,1,2.4,2.8,2.2,1067.0,1126.0,1002.0,17.0,17.8,17.8,43.0,39.9,36.5,2.3666666666666667,1013.8333333333334,18.3,36.31666666666666
2004-09-26 02:00:00,1.4,915.0,155.05933429811867,7.8,893.0,205.0,872.0,90.0,1287.0,953.0,15.6,51.9,0.9135,2,6,9,1,2.5,2.4,2.8,1063.0,1067.0,1126.0,15.5,17.0,17.8,52.2,43.0,39.9,2.3833333333333337,1026.5,17.633333333333333,39.516666666666666
2004-09-26 03:00:00,1.4,906.0,155.0318379160637,7.7,885.0,167.5,872.0,75.5,1304.0,912.0,13.5,59.4,0.9176,3,6,9,1,1.4,2.5,2.4,915.0,1063.0,1067.0,15.6,15.5,17.0,51.9,52.2,43.0,2.1666666666666665,1011.6666666666666,17.016666666666666,42.78333333333333
2004-09-26 04:00:00,1.15,844.0,155.0043415340087,5.5,786.0,130.0,969.0,61.0,1226.0,831.0,13.4,59.9,0.9173,4,6,9,1,1.4,1.4,2.5,906.0,915.0,1063.0,13.5,15.6,15.5,59.4,51.9,52.2,2.1166666666666667,1013.1666666666666,16.2,47.15
2004-09-26 05:00:00,0.9,816.0,154.97684515195368,4.5,739.0,102.0,999.0,55.0,1188.0,793.0,12.5,63.2,0.9146,5,6,9,1,1.15,1.4,1.4,844.0,906.0,915.0,13.4,13.5,15.6,59.9,59.4,51.9,1.9416666666666667,986.8333333333334,15.466666666666667,51.050000000000004
2004-09-26 06:00:00,0.6,768.0,154.9493487698987,3.3,671.0,79.0,1128.0,46.0,1153.0,700.0,13.6,57.6,0.8941,6,6,9,1,0.9,1.15,1.4,816.0,844.0,906.0,12.5,13.4,13.5,63.2,59.9,59.4,1.6250000000000002,935.1666666666666,14.583333333333334,54.93333333333334
2004-09-26 07:00:00,1.0,835.0,154.9218523878437,5.4,785.0,148.0,989.0,56.0,1224.0,780.0,12.2,63.2,0.8964,7,6,9,1,0.6,0.9,1.15,768.0,816.0,844.0,13.6,12.5,13.4,57.6,63.2,59.9,1.3250000000000002,885.3333333333334,14.016666666666666,57.366666666666674
2004-09-26 08:00:00,1.6,944.0,154.89435600578872,8.2,908.0,261.0,865.0,83.0,1321.0,931.0,14.6,56.4,0.9319,8,6,9,1,1.0,0.6,0.9,835.0,768.0,816.0,12.2,13.6,12.5,63.2,57.6,63.2,1.0750000000000002,847.3333333333334,13.466666666666667,59.199999999999996
2004-09-26 09:00:00,0.9,810.0,154.86685962373372,3.0,651.0,107.0,1170.0,55.0,1117.0,575.0,19.8,38.6,0.8831,9,6,9,1,1.6,1.0,0.6,944.0,835.0,768.0,14.6,12.2,13.6,56.4,63.2,57.6,1.1083333333333336,852.1666666666666,13.300000000000002,59.949999999999996
2004-09-26 10:00:00,0.9,819.0,154.83936324167874,3.0,655.0,103.0,1222.0,47.0,1104.0,507.0,21.6,33.4,0.8519,10,6,9,1,0.9,1.6,1.0,810.0,944.0,835.0,19.8,14.6,12.2,38.6,56.4,63.2,1.0250000000000001,836.1666666666666,14.350000000000001,56.48333333333334
2004-09-26 11:00:00,1.0,844.0,154.81186685962373,3.5,680.0,122.0,1147.0,61.0,1129.0,518.0,22.0,32.2,0.8407,11,6,9,1,0.9,0.9,1.6,819.0,810.0,944.0,21.6,19.8,14.6,33.4,38.6,56.4,0.9833333333333337,832.0,15.716666666666667,52.06666666666666
2004-09-26 12:00:00,1.0,846.0,154.78437047756876,3.6,688.0,127.0,1127.0,58.0,1138.0,518.0,22.7,30.2,0.8217,12,6,9,1,1.0,0.9,0.9,844.0,819.0,810.0,22.0,21.6,19.8,32.2,33.4,38.6,1.0000000000000002,836.6666666666666,17.3,46.9
2004-09-26 13:00:00,0.9,842.0,154.75687409551375,4.0,711.0,110.0,1077.0,59.0,1160.0,516.0,22.3,30.4,0.8063,13,6,9,1,1.0,1.0,0.9,846.0,844.0,819.0,22.7,22.0,21.6,30.2,32.2,33.4,1.066666666666667,849.6666666666666,18.816666666666666,42.333333333333336
2004-09-26 14:00:00,0.9,840.0,154.72937771345875,4.2,722.0,98.0,1048.0,54.0,1169.0,507.0,22.1,30.5,0.7981,14,6,9,1,0.9,1.0,1.0,842.0,846.0,844.0,22.3,22.7,22.0,30.4,30.2,32.2,1.0500000000000003,850.8333333333334,20.5,36.86666666666667
2004-09-26 15:00:00,0.9,815.0,154.70188133140377,3.1,657.0,146.0,1166.0,69.0,1098.0,490.0,22.1,29.5,0.7761,15,6,9,1,0.9,0.9,1.0,840.0,842.0,846.0,22.1,22.3,22.7,30.5,30.4,30.2,0.9333333333333336,833.5,21.75,32.550000000000004
2004-09-26 16:00:00,0.9,838.0,154.67438494934876,3.5,685.0,119.0,1176.0,54.0,1121.0,465.0,23.4,27.1,0.7681,16,6,9,1,0.9,0.9,0.9,815.0,840.0,842.0,22.1,22.1,22.3,29.5,30.5,30.4,0.9333333333333337,834.3333333333334,22.133333333333336,31.03333333333333
2004-09-26 17:00:00,2.7,992.0,154.6468885672938,10.3,987.0,234.0,823.0,95.0,1327.0,781.0,23.1,27.0,0.7538,17,6,9,1,0.9,0.9,0.9,838.0,815.0,840.0,23.4,22.1,22.1,27.1,29.5,30.5,0.9333333333333336,837.5,22.433333333333334,29.983333333333334
2004-09-26 18:00:00,2.2,990.0,154.61939218523878,7.8,891.0,261.0,908.0,99.0,1278.0,765.0,21.5,31.4,0.7943,18,6,9,1,2.7,0.9,0.9,992.0,838.0,815.0,23.1,23.4,22.1,27.0,27.1,29.5,1.216666666666667,862.1666666666666,22.61666666666667,29.116666666666664
2004-09-26 19:00:00,3.3,1066.0,154.5918958031838,10.7,1004.0,371.0,795.0,127.0,1384.0,1006.0,20.3,35.5,0.833,19,6,9,1,2.2,2.7,0.9,990.0,992.0,838.0,21.5,23.1,23.4,31.4,27.0,27.1,1.416666666666667,886.1666666666666,22.416666666666668,29.316666666666666
2004-09-26 20:00:00,2.1,971.0,154.5643994211288,7.3,870.0,266.0,911.0,98.0,1287.0,798.0,19.6,36.3,0.8193,20,6,9,1,3.3,2.2,2.7,1066.0,990.0,992.0,20.3,21.5,23.1,35.5,31.4,27.0,1.816666666666667,923.5,22.083333333333332,30.166666666666668
2004-09-26 21:00:00,1.8,963.0,154.53690303907382,7.7,887.0,268.0,853.0,112.0,1311.0,938.0,18.7,39.7,0.8482,21,6,9,1,2.1,3.3,2.2,971.0,1066.0,990.0,19.6,20.3,21.5,36.3,35.5,31.4,2.016666666666667,945.3333333333334,21.666666666666668,31.133333333333336
2004-09-26 22:00:00,1.9,1010.0,154.5094066570188,8.6,925.0,294.0,829.0,115.0,1351.0,996.0,18.0,42.7,0.8745,22,6,9,1,1.8,2.1,3.3,963.0,971.0,1066.0,18.7,19.6,20.3,39.7,36.3,35.5,2.166666666666667,970.0,21.1,32.833333333333336
2004-09-26 23:00:00,2.3,1054.0,154.4819102749638,10.0,978.0,303.0,768.0,114.0,1398.0,1109.0,17.1,47.6,0.9208,23,6,9,1,1.9,1.8,2.1,1010.0,963.0,971.0,18.0,18.7,19.6,42.7,39.7,36.3,2.3333333333333335,998.6666666666666,20.2,35.43333333333334
2004-09-27 00:00:00,1.9,998.0,154.45441389290883,8.5,920.0,241.0,802.0,103.0,1365.0,1042.0,16.6,51.3,0.9634,0,0,9,0,2.3,1.9,1.8,1054.0,1010.0,963.0,17.1,18.0,18.7,47.6,42.7,39.7,2.266666666666667,1009.0,19.2,38.86666666666667
2004-09-27 01:00:00,1.3,919.0,154.42691751085383,5.8,802.0,142.0,891.0,81.0,1265.0,940.0,15.9,55.2,0.9881,1,0,9,0,1.9,2.3,1.9,998.0,1054.0,1010.0,16.6,17.1,18.0,51.3,47.6,42.7,2.2166666666666672,1010.3333333333334,18.383333333333336,42.18333333333333
2004-09-27 02:00:00,1.0,884.0,154.39942112879885,5.0,764.0,110.0,921.0,75.0,1247.0,900.0,14.9,58.9,0.9891,2,0,9,0,1.3,1.9,2.3,919.0,998.0,1054.0,15.9,16.6,17.1,55.2,51.3,47.6,1.8833333333333335,985.8333333333334,17.65,45.46666666666667
2004-09-27 03:00:00,0.6,803.0,154.37192474674384,2.9,648.0,107.0,1079.0,69.5,1178.0,774.0,14.1,61.0,0.9799,3,0,9,0,1.0,1.3,1.9,884.0,919.0,998.0,14.9,15.9,16.6,58.9,55.2,51.3,1.7000000000000002,971.3333333333334,16.866666666666667,49.23333333333333
2004-09-27 04:00:00,0.6,820.0,154.34442836468887,3.4,674.0,104.0,1024.0,64.0,1188.0,790.0,14.0,62.6,0.9948,4,0,9,0,0.6,1.0,1.3,803.0,884.0,919.0,14.1,14.9,15.9,61.0,58.9,55.2,1.5000000000000002,944.6666666666666,16.099999999999998,52.78333333333333
2004-09-27 05:00:00,0.9,894.0,154.31693198263386,5.6,794.0,179.0,889.0,71.0,1266.0,908.0,14.1,61.7,0.9844,5,0,9,0,0.6,0.6,1.0,820.0,803.0,884.0,14.0,14.1,14.9,62.6,61.0,58.9,1.2833333333333334,913.0,15.433333333333332,56.1
2004-09-27 06:00:00,1.5,988.0,154.28943560057888,9.0,941.0,361.0,801.0,99.0,1399.0,1035.0,14.4,60.3,0.9802,6,0,9,0,0.9,0.6,0.6,894.0,820.0,803.0,14.1,14.0,14.1,61.7,62.6,61.0,1.0500000000000003,886.3333333333334,14.933333333333335,58.449999999999996
